LocationKey,LocationName,City,State,Country,Region,Continent,Cost_of_Living_Index,Tech_Hub_Rating,Population,Local_GDP_USD,Timezone
LOC-0200,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,61.04,2.6,16988968,6.83E+11,Europe/Oslo
LOC-0201,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,45.88,3,5278458,1.46E+12,Europe/Simferopol
LOC-0202,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,74.33,1.1,14133058,7.45E+11,Europe/Zaporozhye
LOC-0203,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,129.42,3.2,13685755,1.80E+12,Asia/Kuching
LOC-0204,"New York, United States",New York,New York,United States,Americas,North America,101.1,1,1657171,1.69E+12,Europe/Zurich
LOC-0205,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,103.36,2.3,17836048,1.67E+12,Africa/Mogadishu
LOC-0206,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,50.69,2.9,12040468,14198451320,Europe/Prague
LOC-0207,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,31.64,3.4,13985949,1.15E+12,Africa/Ndjamena
LOC-0208,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,63.35,2.2,413658,1.82E+12,Atlantic/Cape_Verde
LOC-0209,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,146.65,4.5,17484369,1.98E+12,Asia/Yerevan
LOC-0210,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,35.04,3,18972952,5.88E+11,Africa/Nairobi
LOC-0211,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,94.64,1.9,5367170,9.85E+11,Pacific/Guadalcanal
LOC-0212,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,71.62,2.2,18154425,1.92E+12,Pacific/Guadalcanal
LOC-0213,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,51.42,1.1,17519300,1.81E+12,America/Costa_Rica
LOC-0214,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,97.2,4.4,1182575,1.74E+12,Asia/Seoul
LOC-0215,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,70.45,2.1,14366514,1.16E+12,Asia/Ulaanbaatar
LOC-0216,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,77.43,4.6,2202842,3.16E+11,Europe/Bucharest
LOC-0217,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,106.87,2.1,3536958,9.24E+11,Europe/Monaco
LOC-0218,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,133.27,1.4,20971470,1.19E+12,Africa/Khartoum
LOC-0219,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,94.7,2.2,8877686,1.10E+12,Asia/Bahrain
LOC-0220,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,39.02,2.5,2821198,5.00E+11,Asia/Urumqi
LOC-0221,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,109.11,2.3,19775304,1.76E+11,Asia/Bahrain
LOC-0222,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,83.04,4.7,12527858,1.59E+12,Africa/Dakar
LOC-0223,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,78.23,3.9,11451433,2.65E+11,America/Guatemala
LOC-0224,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,71.03,3,17107148,6.74E+11,Africa/Banjul
LOC-0225,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,89.97,4.3,14068398,1.14E+12,Europe/Minsk
LOC-0226,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,128.99,4.2,588524,1.82E+12,Asia/Yerevan
LOC-0227,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,105.02,3,24381139,5.80E+11,America/La_Paz
LOC-0228,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,116.73,1.6,6243902,2.81E+11,Europe/Bratislava
LOC-0229,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,135.32,4.7,18887921,9.51E+11,Europe/Brussels
LOC-0230,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,39.28,4.6,3927357,1.90E+12,Africa/Tunis
LOC-0231,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,141.68,4.1,8559857,2.00E+12,Africa/Sao_Tome
LOC-0232,"New York, United States",New York,New York,United States,Americas,North America,130.24,1.4,22765784,1.67E+12,Europe/Vatican
LOC-0233,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,125.24,2.5,16846126,1.54E+12,Europe/Athens
LOC-0234,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,117.86,2.9,22635213,1.13E+12,Europe/Skopje
LOC-0235,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,53.9,2.9,12342903,1.61E+12,Asia/Nicosia
LOC-0236,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,135.88,4.7,7744674,7.97E+11,Africa/Dar_es_Salaam
LOC-0237,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,115.6,4.4,7813731,1.11E+12,Africa/Dakar
LOC-0238,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,114.52,1.4,10436292,4.13E+11,Europe/Riga
LOC-0239,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,117.74,1.4,19986501,3.99E+11,Asia/Ashgabat
LOC-0240,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,31.3,2.6,2551365,9.44E+11,Europe/Skopje
LOC-0241,"New York, United States",New York,New York,United States,Americas,North America,89.09,2.5,22541208,1.43E+11,America/El_Salvador
LOC-0242,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,95.86,3.2,14363534,1.39E+12,Africa/Monrovia
LOC-0243,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,59.75,4.1,22748221,1.57E+11,America/Dominica
LOC-0244,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,86.07,3.6,16678077,1.04E+12,America/Panama
LOC-0245,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,89.53,4.1,4635046,1.28E+12,Asia/Manila
LOC-0246,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,91.84,2.3,6672297,1.50E+11,Europe/Belgrade
LOC-0247,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,90.34,1.1,4050984,1.22E+12,America/Managua
LOC-0248,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,37.82,3.4,6408246,1.65E+12,Europe/Stockholm
LOC-0249,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,80.16,1.5,10955699,5.37E+11,Asia/Manila
LOC-0250,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,55.33,1.6,17032236,8.30E+11,Asia/Colombo
LOC-0251,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,118.79,2.8,20728902,1.02E+12,Asia/Kabul
LOC-0252,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,102.89,1.9,9348730,8.29E+11,Africa/Maputo
LOC-0253,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,42.51,1.2,16910347,1.84E+12,Pacific/Galapagos
LOC-0254,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,129.25,2.3,10581636,7.55E+11,Africa/Bamako
LOC-0255,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,48.42,1.1,20570743,1.17E+12,Asia/Aqtobe
LOC-0256,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,67.67,1.4,8043341,1.34E+12,Asia/Beirut
LOC-0257,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,66.89,4.6,17891148,9.36E+11,Europe/London
LOC-0258,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,74.5,3.6,22492276,51255314810,America/Lima
LOC-0259,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,124.21,5,21304497,9.02E+11,Asia/Saigon
LOC-0260,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,31.5,1.4,2997972,4.18E+11,Asia/Seoul
LOC-0261,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,53.83,3.9,1310089,1.06E+12,Africa/Blantyre
LOC-0262,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,104.6,1.2,21695335,79619027053,Europe/Sofia
LOC-0263,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,80.57,5,19739551,1.74E+12,Asia/Bangkok
LOC-0264,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,44.65,5,19643146,1.56E+12,America/Bogota
LOC-0265,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,35.33,4.4,892465,5.84E+11,Asia/Choibalsan
LOC-0266,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,72.07,3.1,22957451,2.69E+11,Europe/Lisbon
LOC-0267,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,113.3,3.4,8018942,2.60E+11,Pacific/Port_Moresby
LOC-0268,"New York, United States",New York,New York,United States,Americas,North America,122.61,2.7,11390718,1.79E+12,Atlantic/Cape_Verde
LOC-0269,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,122.31,2.8,7396642,1.38E+12,Asia/Vientiane
LOC-0270,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,52.26,1.2,23068502,1.33E+12,Africa/Bissau
LOC-0271,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,83.01,2.6,21280493,7.45E+11,Africa/Johannesburg
LOC-0272,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,109.74,2.6,21492329,1.81E+12,America/Edmonton
LOC-0273,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,114.74,2.8,16337398,7.70E+11,Asia/Kuching
LOC-0274,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,131.99,2.7,11549336,3.56E+11,Africa/Blantyre
LOC-0275,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,128.48,2.9,22439968,6.50E+11,Africa/Malabo
LOC-0276,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,33.54,1.5,19821751,8.96E+11,Europe/Podgorica
LOC-0277,"New York, United States",New York,New York,United States,Americas,North America,66.64,2.6,21366996,1.73E+12,Asia/Manila
LOC-0278,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,136.99,1.5,13631218,1.35E+12,Africa/Tunis
LOC-0279,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,120.47,3.2,20677794,8.53E+11,Pacific/Palau
LOC-0280,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,96.05,3.2,5525742,1.59E+12,Europe/Uzhgorod
LOC-0281,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,87.93,3.3,12405786,9.20E+11,Africa/Libreville
LOC-0282,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,44.62,4.5,18686664,2.38E+11,Europe/Malta
LOC-0283,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,90.64,3.1,21431396,1.23E+12,Asia/Beirut
LOC-0284,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,57.76,3.6,3439574,1.66E+12,Africa/Lagos
LOC-0285,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,120.17,2.6,14864120,1.24E+12,Asia/Manila
LOC-0286,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,61.65,4.1,7636266,1.67E+12,Pacific/Apia
LOC-0287,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,135.16,4.3,5765091,1.95E+12,Europe/Riga
LOC-0288,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,48.25,3.9,2421901,6.22E+11,Europe/Vaduz
LOC-0289,"New York, United States",New York,New York,United States,Americas,North America,127.59,2.8,9268035,8.65E+11,Asia/Kuwait
LOC-0290,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,53.06,2.2,22265971,9.72E+11,Europe/Kyiv
LOC-0291,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,111.21,2.4,24726578,6.38E+11,Europe/Brussels
LOC-0292,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,120.63,2.6,3549308,2.27E+11,Asia/Tokyo
LOC-0293,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,67.53,1.3,10382695,1.48E+12,Asia/Taipei
LOC-0294,"New York, United States",New York,New York,United States,Americas,North America,89.81,2.4,2263381,1.24E+12,Africa/Blantyre
LOC-0295,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,112.13,2.4,2639732,1.44E+12,Asia/Singapore
LOC-0296,"New York, United States",New York,New York,United States,Americas,North America,142.04,4,12388729,1.81E+12,America/Nassau
LOC-0297,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,119.47,3.9,15735046,4.31E+11,Europe/Belgrade
LOC-0298,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,110.57,3.5,23945174,1.97E+12,America/Grenada
LOC-0299,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,63.67,4.4,7205549,1.07E+12,Europe/Prague
LOC-0300,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,127.33,2.9,21006328,83535018133,Africa/Tunis
LOC-0301,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,38.41,4.2,12034201,1.70E+12,Asia/Brunei
LOC-0302,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,73.68,4.9,10126109,1.62E+12,Asia/Phnom_Penh
LOC-0303,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,81.89,4.8,19502691,6.02E+11,Europe/Amsterdam
LOC-0304,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,93.67,4.5,2909137,1.13E+12,Asia/Thimphu
LOC-0305,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,132.1,3.6,342750,1.26E+11,Africa/Porto-Novo
LOC-0306,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,64.47,3.8,21882094,1.33E+12,America/Barbados
LOC-0307,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,62.01,1.1,18936750,2.79E+11,America/Iqaluit
LOC-0308,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,55.76,1.1,5127104,1.36E+12,Europe/Vilnius
LOC-0309,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,149.34,2.7,12106417,1.28E+12,Africa/Malabo
LOC-0310,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,82.99,4.3,5806986,1.35E+12,Europe/Bucharest
LOC-0311,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,107.45,3.5,308596,1.03E+12,Africa/Luanda
LOC-0312,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,70.91,3.2,23770866,3.97E+11,Asia/Dili
LOC-0313,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,63.12,4.2,23625720,1.57E+12,Asia/Beirut
LOC-0314,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,35.19,3.8,22020944,4.75E+11,Asia/Karachi
LOC-0315,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,76.05,1.8,8068083,1.19E+12,Europe/Tallinn
LOC-0316,"New York, United States",New York,New York,United States,Americas,North America,77.76,3.2,3897218,9.92E+11,America/St_Lucia
LOC-0317,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,84.68,4.3,23548372,1.40E+12,Africa/Douala
LOC-0318,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,72.78,2.8,20326590,1.51E+12,Africa/Porto-Novo
LOC-0319,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,90.44,1.5,15764187,3.85E+11,Europe/Istanbul
LOC-0320,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,86.86,2.7,864266,1.46E+12,Pacific/Enderbury
LOC-0321,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,95.41,4.6,12422699,4.32E+11,Asia/Yerevan
LOC-0322,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,133.21,3.7,7272303,9.01E+11,Europe/Bucharest
LOC-0323,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,77.29,2.8,2823643,1.18E+11,Africa/Accra
LOC-0324,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,132.19,2.4,21886891,6.81E+11,America/St_Lucia
LOC-0325,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,107.2,2.2,20251683,1.68E+12,Asia/Baghdad
LOC-0326,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,102.13,4.5,12551927,4.02E+11,Atlantic/Reykjavik
LOC-0327,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,113.61,2.2,12689986,36796824831,America/Havana
LOC-0328,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,134.13,3.7,21048341,4.87E+11,Asia/Bahrain
LOC-0329,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,121,1.3,5226237,1.75E+12,Europe/Budapest
LOC-0330,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,57.59,3.5,19514041,4.38E+11,Asia/Manila
LOC-0331,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,127.27,4.7,18031042,1.59E+12,Africa/Mbabane
LOC-0332,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,54.3,2.9,750979,1.56E+12,Europe/Ljubljana
LOC-0333,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,102.84,1.9,4880545,1.49E+12,Europe/Ljubljana
LOC-0334,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,37.91,4.7,5197580,9.34E+11,Pacific/Galapagos
LOC-0335,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,136.34,3.8,4307800,8.06E+11,Asia/Kabul
LOC-0336,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,129.4,1.4,15695652,6.31E+11,Europe/Riga
LOC-0337,"New York, United States",New York,New York,United States,Americas,North America,82.74,4.7,19446521,1.89E+12,America/Caracas
LOC-0338,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,93.65,4.5,22080877,1.72E+12,Africa/Banjul
LOC-0339,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,125.9,1.1,7695733,1.38E+12,Africa/Djibouti
LOC-0340,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,55.06,4.7,15255767,1.54E+11,Europe/Sarajevo
LOC-0341,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,103.24,3.8,20593599,1.90E+12,Europe/Belgrade
LOC-0342,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,91.95,3.4,7311742,1.40E+12,Africa/Asmera
LOC-0343,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,138.55,4.2,23214612,4.31E+11,Africa/Djibouti
LOC-0344,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,81.24,2.3,20406251,89272269659,Europe/Amsterdam
LOC-0345,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,44.27,4.2,23895117,8.60E+11,Africa/Tripoli
LOC-0346,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,134.92,4.1,4991905,1.45E+12,Pacific/Palau
LOC-0347,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,91.19,4.6,24272372,1.76E+12,Asia/Calcutta
LOC-0348,"Tokyo, Japan",Tokyo,Tokyo,Japan,APAC,Asia,95.76,3.2,19547545,7.50E+11,Pacific/Efate
LOC-0349,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,116.66,1.7,10715207,6.89E+11,America/La_Paz
LOC-0350,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,41.64,2.7,731591,4.47E+11,Asia/Riyadh
LOC-0351,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,120.33,1.8,4937792,7.77E+11,Europe/Copenhagen
LOC-0352,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,69.16,4.5,6610424,6.69E+11,America/Chicago
LOC-0353,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,75.81,2.6,22823375,8.31E+11,Africa/Windhoek
LOC-0354,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,89.3,4.5,22714320,3.74E+11,Europe/London
LOC-0355,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,64.05,2.4,24778281,7.88E+11,America/St_Kitts
LOC-0356,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,82.41,1.1,11909461,8.16E+11,Africa/Nouakchott
LOC-0357,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,120.45,1.6,13382716,9.11E+11,Europe/Ljubljana
LOC-0358,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,98.3,2.2,22754223,54999729408,Asia/Yerevan
LOC-0359,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,60.35,1.3,24426621,1.38E+12,Africa/Brazzaville
LOC-0360,"Toronto, Canada",Toronto,Ontario,Canada,Americas,North America,57.49,3.4,22699592,1.19E+12,Europe/Andorra
LOC-0361,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,106.74,4.6,12889423,9.20E+11,Africa/Libreville
LOC-0362,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,47.25,3.2,16889866,9.17E+11,Asia/Amman
LOC-0363,"London, United Kingdom",London,England,United Kingdom,EMEA,Europe,75.38,4.1,23774680,1.16E+12,America/Guatemala
LOC-0364,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,40.8,1.2,12644882,1.04E+12,Africa/Lubumbashi
LOC-0365,"Mexico City, Mexico",Mexico City,Mexico City,Mexico,Americas,North America,76.93,4.5,24731762,9.29E+11,Africa/Douala
LOC-0366,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,63.28,3.9,13878385,1.97E+12,Africa/Khartoum
LOC-0367,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,134.83,2.5,9682543,8.97E+11,Indian/Antananarivo
LOC-0368,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,142.51,4.4,9767276,6.20E+11,Pacific/Apia
LOC-0369,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,85.25,3.5,3650645,3.27E+11,Asia/Sakhalin
LOC-0370,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,102.43,2.4,19105997,1.86E+11,America/Grenada
LOC-0371,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,144.35,2.5,6504403,8.04E+11,Pacific/Truk
LOC-0372,"New York, United States",New York,New York,United States,Americas,North America,59.4,2.4,19151910,53504979277,Europe/Chisinau
LOC-0373,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,71.12,1.6,15479300,1.89E+12,Africa/Dakar
LOC-0374,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,56.37,2.2,11940023,7.45E+11,America/Guatemala
LOC-0375,"Mumbai, India",Mumbai,Maharashtra,India,APAC,Asia,136.53,2.6,22937982,1.64E+12,Europe/Vienna
LOC-0376,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,92.78,4.5,9685344,9.03E+11,Europe/Budapest
LOC-0377,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,110.46,2.8,7252296,40160780167,Asia/Dhaka
LOC-0378,"Buenos Aires, Argentina",Buenos Aires,Buenos Aires,Argentina,Americas,South America,149.51,3.6,2914986,1.83E+12,Pacific/Fiji
LOC-0379,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,46.6,1.2,6235075,1.86E+12,America/Port_of_Spain
LOC-0380,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,115.33,3.6,4446248,68924227855,Africa/Asmera
LOC-0381,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,77.87,2.6,15593755,5.58E+11,Asia/Colombo
LOC-0382,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,101.06,4.5,20349995,4.87E+11,Asia/Kuwait
LOC-0383,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,95.72,2.3,5897296,1.28E+12,Asia/Pyongyang
LOC-0384,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,56.92,2.8,9674516,1.04E+12,Asia/Kuwait
LOC-0385,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,64.71,2.2,19171566,1.31E+12,Africa/Windhoek
LOC-0386,"Los Angeles, United States",Los Angeles,California,United States,Americas,North America,76.04,4.1,12486704,6.41E+11,Asia/Singapore
LOC-0387,"Paris, France",Paris,Île-de-France,France,EMEA,Europe,83.59,4.1,11651529,2.84E+11,Africa/Harare
LOC-0388,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,123.13,1.5,10899871,1.04E+12,Africa/Sao_Tome
LOC-0389,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,68.95,1.9,5870666,1.86E+12,Africa/Djibouti
LOC-0390,"Jakarta, Indonesia",Jakarta,Jakarta,Indonesia,APAC,Asia,118.4,2.3,20103107,1.80E+12,Asia/Seoul
LOC-0391,"Lagos, Nigeria",Lagos,Lagos,Nigeria,EMEA,Africa,59.7,2.4,6295694,1.66E+12,Europe/Oslo
LOC-0392,"Kinshasa, DR Congo",Kinshasa,Kinshasa,DR Congo,EMEA,Africa,130.6,2.2,20063638,1.12E+12,Asia/Dushanbe
LOC-0393,"Cairo, Egypt",Cairo,Cairo,Egypt,EMEA,Africa,87.73,4.2,13851853,1.45E+11,Asia/Muscat
LOC-0394,"Berlin, Germany",Berlin,Berlin,Germany,EMEA,Europe,44.13,3.3,8103529,1.90E+12,Pacific/Easter
LOC-0395,"Istanbul, Turkey",Istanbul,Istanbul,Turkey,EMEA,Europe,142.24,1.3,1768798,5.99E+11,Pacific/Funafuti
LOC-0396,"Sydney, Australia",Sydney,New South Wales,Australia,APAC,Australia,104.26,4.6,5670314,1.78E+12,Europe/Lisbon
LOC-0397,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,149.06,2.1,8653531,73234285221,Europe/Budapest
LOC-0398,"Moscow, Russia",Moscow,Moscow,Russia,EMEA,Europe,130.63,2.3,7157348,1.50E+12,America/St_Vincent
LOC-0399,"Shanghai, China",Shanghai,Shanghai,China,APAC,Asia,77.21,3.9,22758670,1.74E+12,Africa/Lubumbashi
LOC-0400,"Seoul, South Korea",Seoul,Seoul,South Korea,APAC,Asia,59.1,1.6,9875189,6.49E+11,Indian/Mauritius
LOC-0401,"São Paulo, Brazil",São Paulo,São Paulo,Brazil,Americas,South America,139.83,3.4,8643736,1.72E+12,America/Antigua
